机构ID	数据年度	机构名称	基金会英文名称	登记证号	组织机构代码	宗旨	业务范围	基金会类型	成立时间	原始基金数额	登记部门	业务主管单位	基金会地址	邮编	秘书长	理事长	对外联系人姓名	联系人职务	联系人固话	联系人传真	联系人电子邮箱	机构官网	负责人中国家工作人员数	负责人中担任过省部级工作人员数	专项基金数	专职工作人员数	志愿者数量	评估情况	税收优惠资格取得情况
45	2014	上海夏征农民族文化教育发展基金会	Shanghai Xiazhengnong National Culture Education Development Foundation	沪民基证字第0085号	501780666	在党和国家有关方针政策、法律法规指导下，借助夏征农同志的崇高威望，团聚社会力量，支持和促进文化及教育事业，弘扬中华民族传统文化精神，推动民族文化的传承和教育，为实现习近平同志提出的打造上海文化大都市的目标，为建设中国特色社会主义而努力奋斗	接受海内外捐赠，资助民族民俗文化教育项目和贫困教育工作者、贫困学生，支持革命老区文化教育事业等	非公募	2008年05月30日	200万元	省级民政部门	中共上海市委宣传部	上海市普陀区幸福路66号7F	200052	陆文达	夏晓梅	陆文达	秘书长	021-52717012	021-52717012	622800005xzn@sina.com	http://www.shzgh.org/xznjjh/node3/index.html	0.0	0.0	0.0	3.0	7.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
46	2014	上海外国语大学教育发展基金会	Shanghai International Studies University Education Development Foundation	沪民基证字第0100号	501781095	根据《中国教育改革和发展纲要》精神，高举科教兴国旗帜，努力寻求海内外热心支持教育事业的企事业单位、社会团体和个人对学校进行社会办学的支持；以多渠道筹措办学经费，帮助学校改善办学条件，提高学校办学能力，促进学校师生在教与学两个方面的积极性。	接受捐赠，管理基金，资助学校教育事业，奖励优秀教师与学生，支持其它公益事业发展。	非公募	2009年12月17日	200万元	省级民政部门	上海市教育委员会	上海市虹口区大连西路550号5号楼501室	200083	黄震宇	姜锋	杨晴琦	基金会办公室副主任	021-35372988	021-35372989	tangjx@shisu.edu.cn	http://www.edf.shisu.edu.cn/	0.0	0.0	0.0	6.0	0.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
47	2014	上海大成慈善基金会	Shanghai Dacheng Charity Foundtaion	沪民基证字第0155号	501782725	None	对困难的弱势群体给予救济援助；组织热心帮扶慈善事业的志愿者队伍，资助社会和社区公益活动。	非公募	2013年12月10日	200万元	省级民政部门		上海市徐汇区衡山路199号	200030	马莉	马莉	唐铭	办公室主任	021-64410993	021-64710805			0.0	0.0	0.0	2.0	1.0	未参评	无
48	2014	上海天下文化发展基金会	Shanghai Tianxia Cultural Development Foundation	沪民基证字第0101号	501781116	None	资助文化公益事业，扶植优秀文化项目	非公募	2009年12月17日	200万元	省级民政部门	中共上海市委宣传部	上海市普陀区漕溪北路88号2709室	200060	罗丽	许力	王芳	联络员	021-54890538	021-54890658			0.0	0.0	0.0	4.0	0.0	未参评	公益性捐赠税前扣除资格
49	2014	上海宇兴爱心慈善基金会	Shanghai Yuxing Charity Foundation	沪民基证字第0151号	501782557	None	资助和帮助贫困人群的健康与生活需求；助养老人、扶助孤儿；资助与宣传社区公益服务的理念和方式，完善、提高社区服务功能。	非公募	2013年07月15日	200万元	省级民政部门	上海市民政局	上海市虹口区四平路777号101-10室	200092	刘骏	钱凌英	袁幼麟	义工	021-52524536	021-52524536			0.0	0.0	0.0	0.0	1.0	未参评	无
50	2014	上海宋庆龄基金会	Shanghai Soong Ching Ling Foundation	沪民基证字第0053号	501775082	继承和弘扬宋庆龄思想和精神，在教育、文化、医疗卫生和社会可持续发展领域，通过开发、实施、支持和资助各类公益项目，发挥宋庆龄创办机构的专业优势，改善妇女、儿童等各类受助人群的生存状况，推动社会均衡发展。	募集、增值与管理基金，接受捐赠，开发、实施、支持和资助与妇女儿童等弱势群体相关的公益项目。	公募	1993年12月08日	400万元	省级民政部门	中国福利会	上海市静安区陕西北路369号	200040	管建华	鲁平	管建华	秘书长	021-62530253	021-64333740	guanjh22@163.com	http://www.ssclf.org	0.0	0.0	0.0	12.0	100.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
51	2014	上海富国环保公益基金会	Shanghai Fuguo Environment Protection Foundation	沪民基证字第0130号	50178187X	None	资助环保低碳活动，支持各类环保事业及其他社会公益项目。	非公募	2012年05月15日	200万元	省级民政部门	上海市环境保护局	上海市浦东新区世纪大道8号上海国金中心二期16C室	200120	吴军娥	林志松	王君莉	电商第三方客户经理	021-20361641	021-20361641	environment@fullgoal.com.cn	http://www.fullgoal.com.cn/mini/201211_csr/							无
52	2014	上海工商界爱国建设特种基金会	Shanghai Business Special Foundation for Patriotic Construction	沪民基证字第0043号	50177387X	发扬上海工商界爱国建设的传统精神，为上海的改革、发展、稳定和促进民营企业发展作贡献。-	资助民营企业培训人才，资助社会教育、福利事业和为老龄事业服务。	非公募	1993年01月08日	10,000万元	省级民政部门	上海市商务委员会	上海市徐汇区零陵路585号11-H	200030	倪乐园	任文燕	丁义正	副秘书长兼办公室主任	021-64811953	021-64811953	ajjjh09@sina.com		0.0	0.0	0.0	2.0	5.0	3A	公益性捐赠税前扣除资格,非营利组织免税资格
53	2014	上海巴斯德健康研究基金会	Shanghai Baside Health Reseach Foundation	沪民基证字第0069号	501780252	终以和平的科学目标为目的，通过汇聚政府、社会、企业和个人的力量，发展和促进在传染性疾病方面的研究，为中国的公共健康事业服务。	募集、管理基金，支持传染性疾病和传统中药的研发及成果的产业化。	非公募	2007年03月14日	200万元	省级民政部门	上海市科学技术委员会	上海市黄浦区岳阳路320号生命科学实验楼A207室	200031	蓝柯	蓝柯	孟君	高级主管	021-54923029	021-54923044			0.0	0.0	0.0	0.0	12.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
54	2014	上海市中小学幼儿教师奖励基金会	Shanghai Middle School Teacher Reward Foundation	沪民基证字第0045号	501772199	表彰中小学幼儿教师的功绩，提高教师的社会地位和待遇，鼓励他们教书育人，为人师表，忠诚于人民的教育事业，以全面提高教育质量，促进本市基础教育事业的发展，推动全社会关心和支持教育，弘扬尊师重教的社会风尚。	募集、管理和使用基金；评选、表彰优秀教师；举办符合本会宗旨的实事。	公募	2003年04月07日	3,600万元	省级民政部门	上海市教育委员会	上海市静安区陕西北路500号	200041	王懋功	钱景林	史国明	副理事长兼秘书长	021-62562717	021-62562717	jjh1987@126.com	http://jsjl.edu.sh.cn	0.0	0.0	0.0	0.0	0.0	未参评	无
55	2014	上海市九段沙湿地自然保护基金会	Shanghai Jiuduansha Wetland Protection Foundation	沪民基证字第0019号	501779526	遵守宪法、法律、法规和国家政策，遵守社会道德风尚，统筹人与自然的和谐发展，动员社会力量参与上海九段沙湿地自然生态保护公益事业。	筹措资金、管理资金、使用资金，资助九段沙湿地生态保护和建设。	公募	2005年03月17日	450万元	省级民政部门	上海市环境保护局	上海市浦东新区博山东路383号202室	200136	孙海宽	吴震	吴震	理事长	021-50341422	021-58502213		http://www.jiuduansha.org.cn/cn/news/news.asp?NewsId=58	0.0	0.0	0.0	0.0	4.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
56	2014	上海市人口福利基金会	Shanghai Population Welfare Foundation  	沪民基证字第0018号	501772359	关爱社会，造福人类，着眼“优生、优育、优教”，致力提高人口素质，重点帮助困难群体，积极开展公益活动，促进人口福利事业发展。	筹集、管理基金，开展促进生殖健康、生育关怀、助学、助教、助医、扶贫帮困等公益项目；奖励对人口福利事业作出重大贡献者。	公募	1992年03月18日	600万元	省级民政部门	上海市教育委员会	上海市黄浦区陕西南路122号	200040	孙荣初	柴俊勇	成燕	办公室副主任	021-54030818	021-62108911		http://www.spwf.org	0.0	0.0	0.0	0.0	30.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
57	2014	上海市体育发展基金会	Shanghai Sports Development Foundation	沪民基证字第0074号	50177301X	动员社会力量，筹措体育发展资金，资助公益体育，扶植和保障体育人才，促进体育交流，致力于上海体育事业的繁荣发展。	筹集资金，资助公益体育，扶植体育人才，促进体育界和基金会间交流，办理政府委托的相关事宜等。	公募	1992年07月21日	420万元	省级民政部门	上海市体育局	上海市闸北区新疆路500号1810室	200070	姜军	赵英华	张伟平	财务部主任	021-63806861	021-63810635	ssdf@ssdf.org.cn	http://www.ssdf.org.cn	0.0	0.0	0.0	10.0	50.0	4A	公益性捐赠税前扣除资格,非营利组织免税资格
58	2014	上海市促进科技成果转化基金会	The Transformation of Scientific and Technological Achievements Promotion Foundation in Shanghai  	沪民基证字第0082号	501780623	鼓励创新创业，完善创新环境；推动成果转化，促进教育改革；激发创新潜能，造就创新人才-	筹集、管理、使用基金；为科技成果转化项目提供资助；奖励促进科技成果转化成绩卓著的集体和个人。	非公募	2008年05月07日	2,000万元	省级民政部门	上海市政协办公厅	上海市静安区北京西路860号综合楼508室	200041	李宣海	李宣海	周焕忠	办公室副主任	021-23188489	021-62581611			0.0	0.0	0.0	4.0	0.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
59	2014	上海市儿童健康基金会	Shanghai Foundation for Children's Health	沪民基证字第0038号	501772885	凝聚社会爱心关怀，推动全社会关心和支持儿童健康公益事业；促进本市儿童健康事业的发展，不断提高儿童健康水平。	筹集管理基金,开展科普宣传,资助调查科研,奖励先进,加强交流合作,参与社会救助.	公募	1992年07月07日	550万元	省级民政部门	上海市卫生局	上海市黄浦区长寿路433弄1号15D室	200060	叶家宪	李忠尧	叶家宪	秘书长	021-62985940	021-62985940	schf1989@yahoo.com.cn	http://www.sh-schf.com	0.0	0.0	0.0	0.0	0.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
60	2014	上海市儿童基金会	Shanghai Foundation for children	沪民基证字第0027号	501773474	倡导“为儿童办实事、做表率”的社会风尚，促进本市儿童事业的蓬勃发展。	接受捐赠，资助有利于促进儿童健康成长的活动和相关研究等。	公募	1992年10月28日	400万元	省级民政部门	上海市妇女联合会	上海市徐汇区天平路245号	200030	张辰	杨定华	邓杏琴	办公室主任	64330001-6504	60197161		http://www.shscf.cn/	0.0	0.0	3.0	2.0	13.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
61	2014	上海市医药卫生发展基金会	Shanghai Health and Medical Development Foundation	沪民基证字第0131号	50178195-X	遵守国家宪法、法律、法规和国家政策，依据国家关于加强基金会管理及发展卫生事业的方针和政策法规，筹措医药卫生发展资金，资助卫生公益事业，推动科技创新，扶持卫生人才，促进医学交流，致力于推动本市医药卫生事业与经济、社会和谐发展，为提高人民群众的健康水平作贡献。	资助医药卫生公益事业、基础性和转化医学研究、科技创新、人才培养项目，奖励有突出贡献者；资助医药卫生的合作与交流。（涉及行政许可的，凭许可证开展业务。）	公募	2012年06月04日	400万元	省级民政部门	上海市卫生局	上海市静安区北京西路1477号501、509室	200040	黄波	彭靖	张敏华	财务	021-22121106	021-22121106		http://shmhdf.org/pages/jjh/index.shtml							公益性捐赠税前扣除资格,非营利组织免税资格
62	2014	上海市华东师范大学教育发展基金会	Shanghai East China Normal University Education Development Foundation	沪民基证字第0079号	501780471	争取社会各界的支持和捐助，为提高教学质量和学术水平、推动教师教育事业和社会公益事业的发展服务。	支持教学科研；奖励优秀师生；奖励优秀师生；资助学术交流与合作。	非公募	2007年12月28日	500万元	省级民政部门	上海市教育委员会	上海市普陀区中山北路3663号校友之家	200062	邢和祥	童世骏	徐扣林	副秘书长	021-62235958	021-52135094	foundation@admin.ecnu.edu.cn	http://foundation.ecnu.edu.cn	0.0	0.0	0.0	8.0	50.0	4A	公益性捐赠税前扣除资格,非营利组织免税资格
