机构ID	机构名称	数据年度	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
74	上海市徐汇区教育基金会	2014	4,895,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,895,000.00	4,128,924.00	0.00	0.00	0.00	4,128,924.00	0.00		766,076.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,367,826.44	1,367,826.44	287,083.10	88,049.70	0.00	0.00	375,132.80	0.00		992,693.64
75	上海市慈善基金会	2014	621,790,040.65	0.00	0.00	0.00	0.00	83,700,000.00	8,744,127.31	0.00	714,234,167.96	529,188,179.69	70,650.00	7,301,581.40	0.00	536,560,411.09	65,077.62		177,738,834.49	107,861,380.28	0.00	0.00	0.00	0.00	6,692,344.00	35,938,957.92	47,959,768.20	198,452,450.40	75,795,758.47	22,050,576.93	11,021,856.66	84,014.57	108,952,206.63	-65,077.62		89,435,166.15
76	上海市拥军优属基金会	2014	7,240,526.71	0.00	0.00	0.00	0.00	5,343,994.40	0.00	0.00	12,584,521.11	14,116,318.61	0.00	0.00	633,553.19	14,749,871.80	-9,226,719.71		-10,758,517.21	31,159,986.33	0.00	0.00	0.00	0.00	6,602,839.80	22,463,385.57	901,340.95	61,127,552.65	41,855,182.31	4,103,644.17	7,449.00	482.00	45,966,757.48	9,226,719.71		24,387,514.88
77	上海市教育发展基金会	2014	39,311,385.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39,311,385.18	25,617,670.23	0.00	0.00	0.00	25,617,670.23	0.00		13,693,714.95	4,440,954.83	0.00	7,297,595.10	0.00	0.00	0.00	14,713,081.49	94,598.04	26,546,229.46	36,948,249.70	2,905,661.14	0.00	0.00	39,853,910.84	0.00		-13,307,681.38
78	上海市普陀区教育奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,000,000.00	0.00	0.00	0.00	0.00	0.00	251,935.88	32,608.91	5,284,544.79	1,384,245.00	46,709.00	0.00	0.00	1,430,954.00	0.00		3,853,590.79
79	上海市杨浦区教育奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	300,000.00	0.00	344,439.21	644,439.21	342,270.60	30,800.00	0.00	0.00	373,070.60	0.00		271,368.61
80	上海市残疾人福利基金会	2014	5,958,635.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,958,635.27	0.00	0.00	0.00	0.00	0.00	-6,936,579.51		-977,944.24	4,241,076.49	0.00	0.00	0.00	0.00	0.00	0.00	380,157.91	4,621,234.40	8,652,525.62	572,284.58	0.00	0.00	9,224,810.20	6,936,579.51		2,333,003.71
81	上海市帮困互助基金会	2014	0.00	0.00	0.00	0.00	0.00	500,000.00	0.00	0.00	500,000.00	500,000.00	0.00	0.00	0.00	500,000.00	0.00		0.00	49,774,653.60	0.00	0.00	0.00	0.00	0.00	7,786,537.43	1,331,603.25	58,892,794.28	41,988,950.78	958,824.23	90,680.00	0.00	43,038,455.01	0.00		15,854,339.27
82	上海市浦东新区教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,895,169.51	1,895,169.51	2,096,952.40	198,379.10	0.00	0.00	2,295,331.50	0.00		-400,161.99
83	上海市爱心帮教基金会	2014	2,302,311.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,302,311.84	0.00	0.00	0.00	0.00	0.00	-2,762,900.00		-460,588.16	203,980.87	0.00	0.00	0.00	0.00	0.00	123,324.66	146,671.94	473,977.47	2,877,340.00	71,830.29	0.00	0.00	2,949,170.29	2,762,900.00		287,707.18
84	上海市甬协公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	506,210.14	0.00	0.00	0.00	0.00	0.00	196,097.22	0.00	702,307.36	486,430.00	51,886.80	-1,573.80	1,573.80	538,316.80	0.00		165,564.36
85	上海市科普基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,890,000.00	0.00	6,890,000.00	823,930.94	81,875.00	-78,489.59	0.00	827,316.35	0.00		6,062,683.65
86	上海市老年基金会	2014	32,887,152.60	0.00	0.00	0.00	0.00	20,790,000.00	0.00	0.00	53,677,152.60	32,780,418.90	0.00	0.00	0.00	32,780,418.90	0.00		20,896,733.70	40,597,139.86	0.00	0.00	0.00	0.00	32,845,950.45	5,872,473.82	3,246,637.20	82,562,201.33	93,250,374.30	4,450,537.34	76,465.04	93,493.55	97,870,870.23	0.00		-15,308,668.90
87	上海市职工帮困基金会	2014	3,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	5,000,000.00	0.00	0.00	0.00	0.00	0.00	-4,957,534.00		42,466.00	1,882,797.81	0.00	0.00	0.00	0.00	25,720,000.00	0.00	2,717,524.55	30,320,322.36	26,902,934.00	148,224.27	0.00	758.22	27,051,916.49	4,957,534.00		8,225,939.87
88	上海市自然与健康基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	23,551.00	0.00	0.00	0.00	0.00	0.00	2,531,840.28	3,290.25	2,558,681.53	1,899,396.66	36,471.73	0.00	1,077.22	1,936,945.61	0.00		621,735.92
89	上海市虹口区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,400,500.00	0.00	0.00	0.00	0.00	0.00	0.00	75,775.47	2,476,275.47	271,500.00	26,411.54	0.00	0.00	297,911.54	0.00		2,178,363.93
90	上海市长宁区教育基金会	2014	3,470,000.00	0.00	0.00	0.00	0.00	0.00	8,347.81	2,639,651.29	6,117,999.10	3,939,701.64	356,804.32	0.00	0.00	4,296,505.96	0.00		1,821,493.14	0.00	0.00	0.00	0.00	0.00	5,000,000.00	0.00	0.00	5,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00		5,000,000.00
91	上海市闵行区中小幼教师奖励基金会	2014	560,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	560,000.00	1,007,968.00	0.00	0.00	0.00	1,007,968.00	0.00		-447,968.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	357,971.52	357,971.52	1,063,760.00	186,147.15	0.00	17,606.20	1,267,513.35	0.00		-909,541.83
92	上海市闸北区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	371,993.70	371,993.70	505,215.00	68,753.75	0.00	0.00	573,968.75	0.00		-201,975.05
93	上海市防癌抗癌事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	550,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	550,000.00	602,572.00	17,731.20	-168,082.23	0.00	452,220.97	0.00		97,779.03
94	上海市青少年发展基金会	2014	28,932,514.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28,932,514.88	26,604,616.15	0.00	0.00	0.00	26,604,616.15	0.00		2,327,898.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,725,834.66	3,725,834.66	0.00	897,374.94	2,317.32	0.00	899,692.26	0.00		2,826,142.40
95	上海市青年创业就业基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-177,750.00		-177,750.00	4,761,985.10	0.00	0.00	0.00	0.00	0.00	900,916.20	31,553.16	5,694,454.46	4,956,016.82	261,864.92	0.00	2,065.04	5,219,946.78	177,750.00		652,257.68
96	上海市青浦区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,060,200.00	0.00	5,072,570.00	0.00	0.00	0.00	0.00	1,051,269.96	8,184,039.96	5,751,652.38	198,266.72	0.00	0.00	5,949,919.10	0.00		2,234,120.86
97	上海市静安区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	176,168.26	0.00	0.00	0.00	0.00	0.00	0.00	579,234.45	755,402.71	641,790.00	9,884.70	0.00	0.00	651,674.70	0.00		103,728.01
98	上海市黄浦区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	390,752.00	0.00	0.00	390,752.00	0.00		-390,752.00	0.00	0.00	0.00	0.00	0.00	0.00	3,089,722.36	579,286.70	3,669,009.06	5,206,885.51	265,725.87	0.00	0.00	5,472,611.38	0.00		-1,803,602.32
99	上海师范大学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,549,352.15	0.00	0.00	0.00	0.00	0.00	312,126.03	169,743.35	10,031,221.53	3,820,068.87	46,722.90	0.00	0.00	3,866,791.77	0.00		6,164,429.76
100	上海应用技术学院教育发展基金会	2014	1,820,000.00	0.00	0.00	0.00	0.00	0.00	0.00	211,379.59	2,031,379.59	376,100.00	0.00	0.00	0.00	376,100.00	-38,455.16		1,616,824.43	369,523.00	0.00	0.00	0.00	0.00	0.00	0.00	16,138.12	385,661.12	487,138.00	9,432.50	0.00	2,810.47	499,380.97	38,455.16		-75,264.69
101	上海志成公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,000,000.00	160,000.00	21,839.40	-19,730.95	0.00	162,108.45	0.00		3,837,891.55
102	上海思麦公益基金会	2014	912,474.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	912,474.78	817,019.70	0.00	0.00	0.00	817,019.70	0.00		95,455.08	700.00	0.00	0.00	0.00	0.00	0.00	0.00	42,595.76	43,295.76	120,000.00	85,719.06	17,543.35	0.00	223,262.41	0.00		-179,966.65
103	上海恩德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	164,371.38	164,371.38	470,264.00	30,692.00	500.00	0.00	501,456.00	0.00		-337,084.62
104	上海慈慧公益基金会	2014	10,991,471.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,991,471.67	8,565,350.48	0.00	0.00	0.00	8,565,350.48	0.00		2,426,121.19	2,148,503.98	0.00	0.00	0.00	0.00	0.00	562,262.73	3,076.45	2,713,843.16	349,298.56	704,045.53	29,800.50	560.00	1,083,704.59	0.00		1,630,138.57
105	上海慈源爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	160,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4.86	160,004.86	160,000.00	3,340.00	0.00	0.00	163,340.00	0.00		0.00
106	上海文化发展基金会	2014	19,840,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,840,000.00	82,760,441.42	1,307.50	0.00	0.00	82,761,748.92	-1,960,000.00		15,162,085.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,222,259.88	6,582,812.55	0.00	0.00	11,805,072.43	1,960,000.00		-2,072,484.32
107	上海文学发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,235,000.00	0.00	0.00	0.00	0.00	0.00	1,927,204.23	470,621.56	3,632,825.79	1,192,376.32	82,874.66	0.00	212,046.65	1,487,297.63	0.00		2,145,528.16
109	上海新建桥老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	256,019.00	0.00	133,977.00	0.00	0.00	0.00	0.00	0.00	389,996.00	410,936.80	4,687.70	-15,128.91	0.00	400,495.59	0.00		-10,499.59
110	上海新泰高新技术研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,210,000.00	48,367.39	-362,145.74	0.00	896,221.65	0.00		0.00
111	上海明德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	436,317.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	436,317.00	232,809.94	23,465.94	-93,567.59	0.00	162,708.29	0.00		273,608.71
112	上海曙光中医药研究发展基金会	2014	1,084,000.00	0.00	450,000.00	0.00	0.00	450,000.00	0.00	0.00	1,984,000.00	1,273,554.27	0.00	0.00	0.00	1,273,554.27	1,136,728.00		1,397,173.73	221,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	221,000.00	11,566.50	113,919.58	-3,763.68	0.00	121,722.40	-1,136,728.00		-1,037,450.40
114	上海木兰教育基金会	2014	9,961.60	0.00	0.00	0.00	0.00	0.00	0.00	76,398.40	86,360.00	261,961.60	29,107.00	0.00	0.00	291,068.60	0.00		-204,708.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
115	上海民建扶帮公益基金会	2014	1,033,960.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,033,960.00	473,383.00	0.00	0.00	0.00	473,383.00	0.00		560,577.00	172,075.70	0.00	0.00	0.00	0.00	0.00	766,851.92	34,606.14	973,533.76	951,898.00	38,537.00	0.00	0.00	990,435.00	0.00		-16,901.24
116	上海民生公益基金会	2014	432,162.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	432,162.00	0.00	0.00	0.00	0.00	0.00	0.00		153,659.82	1,821,168.80	0.00	0.00	0.00	0.00	0.00	1,995,152.52	60,000.00	3,876,321.32	2,533,060.23	276,805.25	-2,260.81	0.00	2,807,604.67	0.00		1,068,716.65
117	上海民生艺术基金会	2014	59,450,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	59,450,000.00	43,450,900.00	0.00	0.00	0.00	43,450,900.00	0.00		15,999,100.00	58,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	220,331.70	58,220,331.70	135,700,000.00	6,219,920.04	0.00	0.00	141,919,920.04	0.00		-83,699,588.34
118	上海水资源保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.80	12.80	0.00		0.00	8,551,483.27	0.00	0.00	0.00	0.00	0.00	0.00	247,120.90	8,798,604.17	450,594.40	849,666.47	37,492.12	8,182.00	1,345,934.99	0.00		7,452,669.18
119	上海汇添富公益基金会	2014	5,347,021.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,347,021.41	3,392,865.93	0.00	0.00	0.00	3,392,865.93	0.00		1,954,155.48	202,800.00	0.00	0.00	0.00	0.00	0.00	925,504.52	695,530.83	1,823,835.35	118,200.00	148,175.50	0.00	0.00	266,375.50	0.00		1,557,459.85
120	上海汉庭社会公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	700,486.00	0.00	0.00	0.00	0.00	0.00	0.00	70,480.20	770,966.20	512,389.00	1,800.00	121.50	0.00	514,310.50	0.00		256,655.70
121	上海汤臣慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,521.00	0.00	0.00	0.00	0.00	0.00	63,830.14	2,834.72	76,185.86	396,000.00	6,180.00	0.00	496.50	402,676.50	0.00		-326,490.64
122	上海汽车工业教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,765,166.67	10,148.38	1,775,315.05	1,618,648.20	177,715.69	0.00	0.00	1,796,363.89	0.00		-21,048.84
123	上海汽车工业科技发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,495,000.00	54,743.04	3,549,743.04	2,360,000.00	458,139.00	0.00	140,473.51	2,958,612.51	0.00		591,130.53
125	上海浦东新区社会发展基金会	2014	17,285,295.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,285,295.70	14,135,295.70	0.00	0.00	0.00	14,135,295.70	0.00		3,150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4,430,952.95	2,298,834.06	6,729,787.01	5,275,882.59	988,703.30	180,281.00	53,067.84	6,497,934.73	0.00		231,852.28
126	上海浦发公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,059,000.00	0.00	0.00	0.00	0.00	0.00	1,690,357.63	0.00	2,749,357.63	2,554,660.02	55,432.02	-66,156.85	383,157.52	2,927,092.71	0.00		-177,735.08
127	上海海事大学教育发展基金会	2014	3,819,095.31	0.00	0.00	0.00	0.00	0.00	0.00	90,528.81	3,909,624.12	1,128,000.00	4,732.00	0.00	0.00	1,132,732.00	0.00		2,776,892.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
128	上海海洋大学教育发展基金会	2014	336,669.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	336,669.00	426,000.00	0.00	0.00	60,000.00	486,000.00	0.00		-149,331.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23,929.66	23,929.66	0.00	5,000.00	450.00	0.00	5,450.00	0.00		18,479.66
129	上海淑德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	78,548.28	15,468.64	94,016.92	388,753.40	18,415.22	405.80	0.00	407,574.42	0.00		-313,557.50
130	上海特殊关爱基金会	2014	2,570,167.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,570,167.20	3,087,903.93	0.00	0.00	0.00	3,087,903.93	0.00		-517,736.73	6,200.02	0.00	0.00	0.00	0.00	0.00	0.00	260,451.58	266,651.60	294,582.32	257,935.18	109.25	0.00	552,626.75	0.00		-285,975.15
131	上海现代服务业发展研究基金会	2014	2,206,070.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,206,070.99	2,567,043.80	914.00	-60.74	0.00	2,567,897.06	0.00		-361,826.07	653,130.01	0.00	0.00	0.00	0.00	450,000.00	1,224,642.84	0.00	2,327,772.85	1,370,179.40	60,789.61	-4,960.20	5,020.94	1,431,029.75	0.00		901,764.04
132	上海理工大学教育发展基金会	2014	432,630.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	432,630.00	201,230.00	0.00	0.00	0.00	201,230.00	0.00		231,400.00	2,012,659.85	0.00	0.00	0.00	0.00	0.00	596,940.48	0.00	2,609,600.33	1,763,216.12	19,979.40	-145,485.14	0.00	1,637,710.38	0.00		971,889.95
133	上海电力学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,056,274.11	0.00	0.00	0.00	0.00	0.00	100,000.00	75,017.40	1,231,291.51	1,956,269.30	27,301.30	453.00	0.00	1,984,023.60	0.00		-752,732.09
134	上海百马慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	503,019.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	503,019.20	351,650.40	27,525.00	2,084.89	0.00	381,260.29	0.00		121,758.91
135	上海盛立公益基金会	2014	18,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18,000.00	53,000.00	0.00	0.00	0.00	53,000.00	0.00		-35,000.00	37,035.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37,035.50	207,708.74	15,297.71	-7,067.80	0.00	215,938.65	0.00		-178,903.15
136	上海真爱梦想公益基金会	2014	72,674,565.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72,674,565.09	0.00	0.00	0.00	0.00	0.00	-71,545,580.15		1,128,984.94	2,078,960.42	0.00	0.00	0.00	0.00	140,000.00	5,058,669.07	16,296.66	7,293,926.15	52,960,956.87	2,380,384.85	313,753.56	0.00	55,655,095.28	71,545,580.15		23,184,411.02
137	上海科技发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	31,842,994.60	0.00	0.00	0.00	0.00	0.00	20,689,548.05	62,124.42	52,594,667.07	45,694,185.80	1,322,327.72	35,388.38	0.00	47,051,901.90	0.00		5,542,765.17
138	上海科普教育发展基金会	2014	220,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	220,000.00	220,000.00	0.00	0.00	0.00	220,000.00	0.00		0.00	1,378,092.20	0.00	0.00	0.00	0.00	2,430,000.00	0.00	1,907,627.10	5,715,719.30	6,577,401.80	420,608.73	8,306.03	0.00	7,006,316.56	0.00		-1,290,597.26
139	上海立信会计学院潘序伦教育发展基金会	2014	174,242.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	174,242.80	0.00	0.00	0.00	0.00	0.00	0.00		174,242.80	628,794.00	0.00	0.00	0.00	0.00	0.00	160,000.00	1,359.89	790,153.89	300,055.00	0.00	2,300.00	32,000.00	334,355.00	0.00		455,798.89
140	上海第一财经公益基金会	2014	2,685,692.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,685,692.11	0.00	0.00	0.00	0.00	0.00	0.00		2,685,692.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	76,909.44	76,909.44	272,540.32	6,300.70	0.00	358.52	279,199.54	0.00		-202,290.10
141	上海美丽心灵社区公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,851,165.50	0.00	0.00	0.00	0.00	0.00	500,000.00	14,759.34	2,365,924.84	2,259,993.52	42,196.19	-604.36	0.00	2,301,585.35	0.00		64,339.49
142	上海联劝公益基金会	2014	29,143,524.72	0.00	0.00	0.00	0.00	47,773.00	0.00	0.00	29,191,297.72	0.00	0.00	0.00	0.00	0.00	-31,645,252.04		-2,453,954.32	1,827,473.67	0.00	0.00	0.00	0.00	0.00	840,000.00	341,652.93	3,009,126.60	26,822,978.47	2,440,349.03	375,161.75	0.00	29,638,489.25	31,645,252.04		5,015,889.39
143	上海联和新泰战略研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,580,000.00	36,655.12	-4,945,239.50	0.00	3,671,415.62	0.00		-3,671,415.62
144	上海能近公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	705,230.00	0.00	0.00	0.00	0.00	0.00	0.00	62,776.28	768,006.28	662,378.00	20,032.46	101,220.29	0.00	783,630.75	0.00		-15,624.47
145	上海视觉艺术学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	27,335,024.55	0.00	0.00	0.00	0.00	0.00	5,755,000.00	161,185.51	33,251,210.06	15,890,399.80	180,362.00	956.20	0.00	16,071,718.00	0.00		17,179,492.06
146	上海财经大学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	14,041,584.65	0.00	0.00	0.00	0.00	0.00	2,352,986.30	198,135.00	16,592,705.95	8,314,850.60	116,940.41	-27,164.78	0.00	8,404,626.23	0.00		8,188,079.72
147	上海郑桓公文化研究基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	320,000.00	42,804.80	913.64	0.00	363,718.44	0.00		-363,718.44
148	上海金山卫镇为民大病重病帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	400,000.00	261.12	400,261.12	400,000.00	15,517.00	0.00	0.00	415,517.00	0.00		-15,255.88
149	上海钟笑炉集邮基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	702,000.00	0.00	0.00	0.00	91,470.00	0.00	0.00	8,114.00	801,584.00	65,100.00	40,309.00	0.00	0.00	105,409.00	0.00		696,175.00
150	上海长江出版交流基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	859,585.00	0.00	0.00	0.00	0.00	500,000.00	0.00	40,000.00	1,399,585.00	1,454,000.00	2,000.00	-174,568.83	0.00	1,281,431.17	0.00		78,153.83
151	上海阎宝航社会公益基金会	2014	396,201.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	396,201.19	6,201,237.12	0.00	0.00	0.00	6,201,237.12	0.00		-5,805,035.93	378,549.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	378,549.54	0.00	23,992.37	-293.95	0.00	23,698.42	0.00		354,851.12
152	上海阮仪三城市遗产保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	512,900.00	19,885.00	0.00	0.00	0.00	0.00	0.00	30,567.97	563,352.97	408,975.37	116,963.17	0.00	760.50	526,699.04	0.00		36,653.93
153	上海阳光公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	427,170.56	0.00	0.00	0.00	427,170.56	0.00		-427,170.56	30,026.56	0.00	0.00	0.00	0.00	0.00	119,718.01	0.00	149,744.57	0.00	23,395.67	-24,212.92	24,212.92	23,395.67	0.00		150,561.82
