机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
70	上海市安济医疗救助基金会	2014	7,587,963.42	0.00	0.00	0.00	0.00	271,182.71	7,859,146.13	2,010,919.00	0.00	0.00	6,614.40	2,017,533.40	5,841,612.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,841,612.73
71	上海市宝山区教育发展基金会	2014	1,643,000.00	0.00	0.00	0.00	0.00	14,221.54	1,657,221.54	1,012,503.00	48,000.00	0.00	51,941.15	1,112,444.15	544,777.39	6,790,863.18	0.00	0.00	0.00	6,790,863.18	0.00	0.00	0.00	0.00	6,790,863.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,335,640.57
72	上海市应昌期围棋教育基金会	2014	47,000.00	0.00	12,203,371.00	0.00	100,000.00	2,095,050.45	14,445,421.45	36,695.30	523,620.00	11,097,241.78	2,021,508.78	13,679,065.86	766,355.59	30,000,000.00	172,014.02	338.50	0.00	30,172,352.52	8,099.00	21,000,000.00	0.00	21,008,099.00	9,164,253.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,930,609.11
73	上海市建国社会公益基金会	2014	6,937,660.93	0.00	0.00	0.00	0.00	3,026,521.48	9,964,182.41	4,655,793.98	148,236.40	0.00	1,157,487.05	5,961,517.43	4,002,664.98	3,731,226.10	2,305,472.72	0.00	0.00	6,036,698.82	0.00	10,000,000.00	0.00	10,000,000.00	-3,963,301.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39,363.80
74	上海市徐汇区教育基金会	2014	4,895,000.00	0.00	0.00	0.00	0.00	1,634,826.44	6,529,826.44	4,416,007.10	0.00	0.00	1,683,249.70	6,099,256.80	430,569.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	430,569.64
75	上海市慈善基金会	2014	691,448,062.53	0.00	0.00	0.00	90,392,344.00	43,190,410.46	825,030,816.99	584,509,565.12	6,146,523.75	0.00	44,852,853.67	635,508,942.54	189,521,874.45	205,000,000.00	37,963,989.55	3,480.00	0.00	242,967,469.55	17,472,935.83	300,000,000.00	0.00	317,472,935.83	-74,505,466.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	115,016,408.17
76	上海市拥军优属基金会	2014	38,400,513.04	0.00	0.00	0.00	9,280,079.80	97,732,329.14	145,412,921.98	42,508,201.71	3,012,375.36	1,724,406.69	111,462,462.15	158,707,445.91	-13,294,523.93	441,295,823.80	23,017,500.80	10.00	4,249,276.17	468,562,610.77	199,035.00	551,606,084.16	4,249,276.17	556,054,395.33	-87,491,784.56	0.00	901,340.95	901,340.95	0.00	0.00	7,449.00	7,449.00	893,891.95	0.00	-99,892,416.54
77	上海市教育发展基金会	2014	43,752,340.01	0.00	7,297,595.10	0.00	0.00	0.00	51,049,935.11	58,379,124.53	905,399.01	4,186,795.40	2,000,262.13	65,471,581.07	-14,421,645.96	0.00	14,713,081.49	0.00	94,598.04	14,807,679.53	0.00	0.00	0.00	0.00	14,807,679.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	386,033.57
78	上海市普陀区教育奖励基金会	2014	5,000,000.00	0.00	0.00	0.00	0.00	284,544.79	5,284,544.79	1,384,245.00	44,200.00	0.00	2,509.00	1,430,954.00	3,853,590.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,853,590.79
79	上海市杨浦区教育奖励基金会	2014	0.00	0.00	300,000.00	0.00	0.00	344,439.21	644,439.21	0.00	30,800.00	0.00	660,595.50	691,395.50	-46,956.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-46,956.29
80	上海市残疾人福利基金会	2014	5,636,922.90	0.00	0.00	0.00	0.00	11,426,922.70	17,063,845.60	3,679,408.18	351,643.80	40,667.60	11,197,253.99	15,268,973.57	1,794,872.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,794,872.03
81	上海市帮困互助基金会	2014	49,774,653.60	0.00	0.00	0.00	500,000.00	1,331,603.25	51,606,256.85	42,488,950.78	503,426.40	0.00	457,291.91	43,449,669.09	8,156,587.76	117,016,887.93	6,116,393.51	0.00	0.00	123,133,281.44	832,039.00	125,887,408.93	90,680.00	126,810,127.93	-3,676,846.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,479,741.27
82	上海市浦东新区教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	1,927,669.51	1,927,669.51	0.00	154,000.00	2,096,952.40	44,379.10	2,295,331.50	-367,661.99	700,000.00	0.00	0.00	0.00	700,000.00	0.00	0.00	0.00	0.00	700,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	332,338.01
83	上海市爱心帮教基金会	2014	2,506,292.71	0.00	0.00	0.00	0.00	2,250.94	2,508,543.65	2,762,900.00	0.00	71,830.29	114,440.00	2,949,170.29	-440,626.64	0.00	123,324.66	144,421.00	0.00	267,745.66	0.00	0.00	0.00	0.00	267,745.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-172,880.98
84	上海市甬协公益基金会	2014	506,210.14	0.00	0.00	0.00	0.00	3,001,573.80	3,507,783.94	486,430.00	47,110.70	0.00	154,776.10	688,316.80	2,819,467.14	0.00	196,097.22	0.00	0.00	196,097.22	0.00	3,000,000.00	0.00	3,000,000.00	-2,803,902.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,564.36
85	上海市科普基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	823,930.94	44,400.00	0.00	48,815.00	917,145.94	-917,145.94	0.00	6,890,000.00	0.00	0.00	6,890,000.00	0.00	0.00	0.00	0.00	6,890,000.00	0.00	152,824.59	152,824.59	0.00	0.00	71,635.00	71,635.00	81,189.59	0.00	6,054,043.65
86	上海市老年基金会	2014	73,484,292.46	0.00	0.00	0.00	53,635,950.45	8,273,431.06	135,393,673.97	126,030,793.20	2,521,585.79	0.00	1,732,482.58	130,284,861.57	5,108,812.40	0.00	5,872,473.82	0.00	0.00	5,872,473.82	220,543.10	126,100,000.00	0.00	126,320,543.10	-120,448,069.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,680.46	-115,333,576.42
87	上海市职工帮困基金会	2014	3,882,797.81	0.00	0.00	0.00	27,720,000.00	3,832,844.55	35,435,642.36	21,953,000.00	0.00	0.00	9,386,348.42	31,339,348.42	4,096,293.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,096,293.94
88	上海市自然与健康基金会	2014	23,551.00	0.00	0.00	0.00	0.00	3,591.02	27,142.02	1,899,396.66	32,211.16	0.00	5,677.22	1,937,285.04	-1,910,143.02	0.00	2,531,840.28	0.00	0.00	2,531,840.28	0.00	65,884.23	0.00	65,884.23	2,465,956.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	555,813.03
89	上海市虹口区教育基金会	2014	2,400,500.00	0.00	18,000.00	0.00	0.00	165,775.47	2,584,275.47	911,421.00	0.00	8,838.32	61,000.00	981,259.32	1,603,016.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,603,016.15
90	上海市长宁区教育基金会	2014	3,470,000.00	0.00	0.00	0.00	5,000,000.00	2,647,999.10	11,117,999.10	0.00	134,480.00	222,324.32	3,939,701.64	4,296,505.96	6,821,493.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,821,493.14
91	上海市闵行区中小幼教师奖励基金会	2014	560,000.00	0.00	0.00	0.00	0.00	3,920,006.32	4,480,006.32	0.00	21,300.00	0.00	0.00	21,300.00	4,458,706.32	53,000,000.00	0.00	0.00	0.00	53,000,000.00	3,118.00	0.00	54,000,000.00	54,003,118.00	-1,003,118.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,455,588.32
92	上海市闸北区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	371,993.70	371,993.70	0.00	68,753.75	0.00	505,215.00	573,968.75	-201,975.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-201,975.05
93	上海市防癌抗癌事业发展基金会	2014	550,000.00	0.00	0.00	0.00	0.00	668,082.23	1,218,082.23	0.00	9,600.00	0.00	610,703.20	620,303.20	597,779.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	597,779.03
94	上海市青少年发展基金会	2014	28,932,514.88	0.00	0.00	0.00	0.00	7,538,632.53	36,471,147.41	26,604,616.15	0.00	0.00	922,070.86	27,526,687.01	8,944,460.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,944,460.40
95	上海市青年创业就业基金会	2014	4,761,985.10	0.00	0.00	0.00	0.00	1,051,918.96	5,813,904.06	4,924,176.10	34,339.72	0.00	236,329.48	5,194,845.30	619,058.76	88,030,000.00	900,916.20	0.00	0.00	88,930,916.20	10,500.00	103,800,000.00	0.00	103,810,500.00	-14,879,583.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-14,260,525.04
96	上海市青浦区教育基金会	2014	2,060,200.00	0.00	5,072,570.00	0.00	0.00	1,051,269.96	8,184,039.96	4,112,332.97	146,400.00	0.00	1,432,334.44	5,691,067.41	2,492,972.55	0.00	0.00	18,140.00	0.00	18,140.00	0.00	0.00	0.00	0.00	18,140.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,511,112.55
97	上海市静安区教育基金会	2014	176,168.26	0.00	0.00	0.00	0.00	579,234.45	755,402.71	642,348.26	0.00	0.00	185,494.70	827,842.96	-72,440.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-72,440.25
98	上海市黄浦区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	579,286.70	579,286.70	5,597,637.51	0.00	0.00	265,725.87	5,863,363.38	-5,284,076.68	0.00	3,089,722.36	0.00	0.00	3,089,722.36	0.00	0.00	0.00	0.00	3,089,722.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,194,354.32
99	上海师范大学教育发展基金会	2014	9,723,384.10	0.00	0.00	0.00	0.00	0.00	9,723,384.10	3,820,068.87	0.00	0.00	106,722.90	3,926,791.77	5,796,592.33	3,000,000.00	312,126.03	0.00	0.00	3,312,126.03	0.00	0.00	0.00	0.00	3,312,126.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,108,718.36
100	上海应用技术学院教育发展基金会	2014	2,189,523.00	0.00	0.00	0.00	0.00	227,517.71	2,417,040.71	863,238.00	0.00	9,432.50	2,810.47	875,480.97	1,541,559.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,541,559.74
101	上海志成公益基金会	2014	4,000,000.00	0.00	0.00	0.00	0.00	0.00	4,000,000.00	160,000.00	0.00	0.00	21,839.40	181,839.40	3,818,160.60	0.00	0.00	0.00	19,730.95	19,730.95	0.00	0.00	0.00	0.00	19,730.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,837,891.55
102	上海思麦公益基金会	2014	913,174.78	0.00	0.00	0.00	0.00	42,595.76	955,770.54	951,219.70	164,499.70	0.00	8,415.81	1,124,135.21	-168,364.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,543.35	17,543.35	-17,543.35	0.00	-185,908.02
103	上海恩德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	164,371.38	164,371.38	370,264.00	0.00	0.00	31,192.00	401,456.00	-237,084.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-237,084.62
104	上海慈慧公益基金会	2014	13,139,975.65	0.00	0.00	0.00	0.00	565,339.18	13,705,314.83	8,914,649.04	725,983.84	0.00	691,376.89	10,332,009.77	3,373,305.06	20,100,000.00	562,262.73	0.00	0.00	20,662,262.73	24,316.00	22,800,000.00	0.00	22,824,316.00	-2,162,053.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,211,251.79
105	上海慈源爱心基金会	2014	160,000.00	0.00	0.00	0.00	0.00	200,004.86	360,004.86	160,000.00	0.00	0.00	3,340.00	163,340.00	196,664.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	196,664.86
106	上海文化发展基金会	2014	19,840,000.00	0.00	0.00	0.00	80,226,690.00	7,556,772.54	107,623,462.54	82,760,441.42	3,741,553.32	1,443,390.01	1,443,390.01	89,388,774.76	18,234,687.78	2,000,000.00	0.00	0.00	0.00	2,000,000.00	51,227.00	0.00	0.00	51,227.00	1,948,773.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,183,460.78
107	上海文学发展基金会	2014	1,235,000.00	0.00	468,857.00	0.00	0.00	1,764.56	1,705,621.56	1,167,997.79	57,600.00	0.00	296,022.09	1,521,619.88	184,001.68	4,069,582.39	1,927,204.23	0.00	0.00	5,996,786.62	0.00	4,024,602.02	0.00	4,024,602.02	1,972,184.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,156,186.28
109	上海新建桥老龄事业发展基金会	2014	389,996.00	0.00	0.00	0.00	0.00	4,920,110.11	5,310,106.11	404,843.60	0.00	0.00	4,915,762.10	5,320,605.70	-10,499.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-10,499.59
110	上海新泰高新技术研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	362,145.74	362,145.74	1,210,000.00	39,600.00	0.00	7,345.75	1,256,945.75	-894,800.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-894,800.01
111	上海明德公益基金会	2014	436,317.00	0.00	0.00	0.00	0.00	595,913.18	1,032,230.18	35,000.00	154,996.90	64,515.35	9,185.69	263,697.94	768,532.24	0.00	0.00	0.00	0.00	0.00	6,400.00	0.00	0.00	6,400.00	-6,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	762,132.24
112	上海曙光中医药研究发展基金会	2014	1,755,000.00	0.00	0.00	0.00	0.00	0.00	1,755,000.00	1,285,071.60	42,000.00	71,919.58	0.00	1,398,991.18	356,008.82	0.00	0.00	0.00	0.00	0.00	2,950.00	0.00	0.00	2,950.00	-2,950.00	0.00	3,763.68	3,763.68	0.00	0.00	0.00	0.00	3,763.68	0.00	356,822.50
114	上海木兰教育基金会	2014	9,961.60	0.00	0.00	0.00	0.00	76,398.40	86,360.00	261,961.60	21,740.00	7,367.00	0.00	291,068.60	-204,708.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-204,708.60
115	上海民建扶帮公益基金会	2014	1,206,035.70	0.00	0.00	0.00	0.00	0.00	1,206,035.70	1,425,281.00	0.00	0.00	36,291.20	1,461,572.20	-255,536.50	0.00	766,851.92	0.00	34,606.14	801,458.06	0.00	1,114,128.28	2,477.31	1,116,605.59	-315,147.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-570,684.03
116	上海民生公益基金会	2014	2,253,330.80	0.00	0.00	0.00	0.00	63,198.52	2,316,529.32	2,757,287.60	36,000.00	0.00	299,670.22	3,092,957.82	-776,428.50	39,150,000.00	1,995,152.52	0.00	0.00	41,145,152.52	9,380.00	10,100,000.00	26,700,000.00	36,809,380.00	4,335,772.52	0.00	0.00	0.00	3,400,000.00	0.00	0.00	3,400,000.00	-3,400,000.00	0.00	159,344.02
117	上海民生艺术基金会	2014	117,450,000.00	0.00	0.00	0.00	0.00	4,704,331.70	122,154,331.70	179,150,900.00	212,303.10	113,069.09	32,797.58	179,509,069.77	-57,354,738.07	0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00		1,000,000.00	-1,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-58,354,738.07
118	上海水资源保护基金会	2014	8,551,483.27	0.00	0.00	0.00	0.00	232,596.10	8,784,079.37	450,594.40	270,718.50	0.00	572,099.25	1,293,412.15	7,490,667.22	0.00	0.00	1,500.00	0.00	1,500.00	0.00	0.00	0.00	0.00	1,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,492,167.22
119	上海汇添富公益基金会	2014	4,464,507.22	0.00	0.00	0.00	0.00	12,991.16	4,477,498.38	3,511,065.93	0.00	0.00	148,175.50	3,659,241.43	818,256.95	0.00	330,000.00	0.00	0.00	330,000.00	0.00	9,000,000.00	0.00	9,000,000.00	-8,670,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7,851,743.05
120	上海汉庭社会公益基金会	2014	700,486.00	0.00	0.00	0.00	0.00	70,480.20	770,966.20	512,389.00	0.00	0.00	1,921.50	514,310.50	256,655.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	256,655.70
121	上海汤臣慈善基金会	2014	9,521.00	0.00	0.00	0.00	0.00	1,238,834.72	1,248,355.72	396,000.00	0.00	6,180.00	496.50	402,676.50	845,679.22	5,900,000.00	63,830.14	0.00	0.00	5,963,830.14	0.00	6,700,000.00	0.00	6,700,000.00	-736,169.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	109,509.36
122	上海汽车工业教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,570,300.00	100,000.00	54,753.21	243,848.20	1,968,901.41	-1,968,901.41	1,000,000.00	1,765,166.67	0.00	10,148.38	2,775,315.05	15,600.00	0.00	0.00	15,600.00	2,759,715.05	832.76	0.00	832.76	0.00	0.00	0.00	0.00	832.76	0.00	791,646.40
123	上海汽车工业科技发展基金会	2014	0.00	0.00	0.00	0.00	0.00	704,743.04	704,743.04	0.00	0.00	48,750.00	3,420,741.00	3,469,491.00	-2,764,747.96	0.00	3,495,000.00	0.00	0.00	3,495,000.00	0.00	0.00	0.00	0.00	3,495,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	730,252.04
125	上海浦东新区社会发展基金会	2014	17,285,295.70	0.00	0.00	0.00	0.00	216,895.03	17,502,190.73	18,992,075.64	569,611.38	0.00		19,561,687.02	-2,059,496.29	29,411,057.58	4,430,952.95	1,681,939.03	0.00	35,523,949.56	4,800.00	29,000,000.00	0.00	29,004,800.00	6,519,149.56	0.00	304,971.40	304,971.40	0.00	0.00	180,281.00	180,281.00	124,690.40	0.00	4,584,343.67
126	上海浦发公益基金会	2014	1,059,000.00	0.00	0.00	0.00	0.00	73,519.35	1,132,519.35	2,460,000.00	22,940.00	0.00	510,640.69	2,993,580.69	-1,861,061.34	88,707,504.00	1,690,357.63	0.00	0.00	90,397,861.63	0.00	90,307,584.00	0.00	90,307,584.00	90,277.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,770,783.71
127	上海海事大学教育发展基金会	2014	3,819,095.31	0.00	0.00	0.00	0.00	90,528.10	3,909,623.41	1,128,000.00	0.00	0.00	4,732.00	1,132,732.00	2,776,891.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,776,891.41
128	上海海洋大学教育发展基金会	2014	336,669.00	0.00	0.00	0.00	0.00	23,929.66	360,598.66	426,000.00	0.00	0.00	5,450.00	431,450.00	-70,851.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-70,851.34
129	上海淑德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	15,468.64	15,468.64	388,753.40	9,000.00	9,415.22	405.80	407,574.42	-392,105.78	0.00	78,548.28	0.00	0.00	78,548.28	0.00	0.00	0.00	0.00	78,548.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-313,557.50
130	上海特殊关爱基金会	2014	2,576,367.22	0.00	0.00	0.00	0.00	260,451.58	2,836,818.80	3,108,291.05	106,610.50	0.00	60,042.77	3,274,944.32	-438,125.52	0.00	0.00	0.00	0.00	0.00	18,050.00	0.00	0.00	18,050.00	-18,050.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-456,175.52
131	上海现代服务业发展研究基金会	2014	2,859,201.00	0.00	0.00	0.00	450,000.00	1,531,017.78	4,840,218.78	0.00	53,260.00	3,947,020.81	574,764.46	4,575,045.27	265,173.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	265,173.51
132	上海理工大学教育发展基金会	2014	2,445,289.85	0.00	0.00	0.00	0.00	0.00	2,445,289.85	1,964,446.12	0.00	0.00	19,979.40	1,984,425.52	460,864.33	30,923,031.74	474,759.58	0.00	0.00	31,397,791.32	0.00	31,110,968.25	0.00	31,110,968.25	286,823.07	0.00	145,485.14	145,485.14	0.00	0.00	0.00	0.00	145,485.14	0.00	893,172.54
133	上海电力学院教育发展基金会	2014	1,056,274.11	0.00	0.00	0.00	0.00	125,017.40	1,181,291.51	1,956,269.30	12,000.00	453.00	15,601.30	1,984,323.60	-803,032.09	0.00	100,000.00	0.00	0.00	100,000.00	0.00	0.00	0.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-703,032.09
134	上海百马慈善基金会	2014	503,019.20	0.00	0.00	0.00	0.00	0.00	503,019.20	541,500.00	24,000.00	0.00	495,605.00	1,061,105.00	-558,085.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	213.81	213.81	0.00	0.00	2,298.70	2,298.70	-2,084.89	0.00	-560,170.69
135	上海盛立公益基金会	2014	55,035.50	0.00	0.00	0.00	0.00	7,067.80	62,103.30	205,077.50	0.00	0.00	70,928.95	276,006.45	-213,903.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-213,903.15
136	上海真爱梦想公益基金会	2014	74,753,525.51	0.00	0.00	0.00	140,000.00	16,296.66	74,909,822.17	50,517,137.49	3,079,272.40	0.00	357,376.77	53,953,786.66	20,956,035.51	174,980,079.47	84,948.00	0.00	0.00	175,065,027.47	2,009,649.00	183,570,482.66	0.00	185,580,131.66	-10,515,104.19	0.00	0.00	0.00	0.00	0.00	313,753.56	313,753.56	-313,753.56	0.00	10,127,177.76
137	上海科技发展基金会	2014	31,842,994.60	0.00	0.00	0.00	0.00	62,124.42	31,905,119.02	45,694,185.80	657,879.43	0.00	213,328.50	46,565,393.73	-14,660,274.71	0.00	20,689,548.05	0.00	0.00	20,689,548.05	13,598.00	0.00	0.00	13,598.00	20,675,950.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,015,675.34
138	上海科普教育发展基金会	2014	1,598,092.20	0.00	0.00	0.00	2,430,000.00	0.00	4,028,092.20	5,500,649.00	182,980.00	768,920.00	879,913.90	7,332,462.90	-3,304,370.70	1,907,627.10	0.00	0.00	0.00	1,907,627.10	0.00	0.00	40,000,000.00	40,000,000.00	-38,092,372.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-41,396,743.60
139	上海立信会计学院潘序伦教育发展基金会	2014	803,036.80	0.00	0.00	0.00	0.00	1,359.89	804,396.69	300,000.00	0.00	0.00	2,355.00	302,355.00	502,041.69	0.00	160,000.00	0.00	0.00	160,000.00	0.00	0.00	0.00	0.00	160,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	662,041.69
140	上海第一财经公益基金会	2014	2,685,692.11	0.00	0.00	0.00	0.00	76,909.44	2,762,601.55	6,880.00	0.00	265,660.32	7,659.22	280,199.54	2,482,402.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,482,402.01
141	上海美丽心灵社区公益基金会	2014	2,338,705.50	0.00	0.00	0.00	0.00	15,363.70	2,354,069.20	0.00	324,222.54	2,298,536.58	49,895.12	2,672,654.24	-318,585.04	0.00	500,000.00	0.00	0.00	500,000.00	31,848.83	1,000,000.00	0.00	1,031,848.83	-531,848.83	0.00	0.00	0.00	100,000.00	0.00	0.00	100,000.00	-100,000.00	0.00	-950,433.87
142	上海联劝公益基金会	2014	27,495,740.36	0.00	0.00	0.00	47,773.00	341,652.93	27,885,166.29	20,995,579.89	1,884,797.00	0.00	749,085.33	23,629,462.22	4,255,704.07	8,000,000.00	840,000.00	0.00	0.00	8,840,000.00	238,358.00	10,000,000.00	0.00	10,238,358.00	-1,398,358.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,857,346.07
143	上海联和新泰战略研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	4,946,996.50	4,946,996.50	8,580,000.00	0.00	29,899.00	1,757.00	8,611,656.00	-3,664,659.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,664,659.50
